parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,partied
qu_rech7_sp12,tied,factor,0.000133,7.182000000000001e-05,0.00040033,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp13,tied,factor,0.00045,0.000243,0.0013544999999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp14,tied,factor,0.0001728,9.3312e-05,0.0005201279999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp15,tied,factor,7.44e-05,4.0176e-05,0.000223944,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp16,tied,factor,0.0005639999999999,0.0003045599999999,0.0016976399999996,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp17,tied,factor,0.000642,0.00034668,0.0019324199999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp18,tied,factor,9.86e-05,5.3244e-05,0.0002967859999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp19,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp2,tied,factor,1.55e-05,8.370000000000001e-06,4.6655e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp3,tied,factor,1.4499999999999998e-05,7.83e-06,4.364499999999999e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp4,tied,factor,1.31e-05,7.074e-06,3.9431e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp5,tied,factor,1.26e-05,6.804e-06,3.7926e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp6,tied,factor,1.19e-05,6.426e-06,3.5819e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp7,tied,factor,1.06e-05,5.724000000000001e-06,3.1906e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp8,tied,factor,9.5e-06,5.130000000000001e-06,2.8595e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp9,tied,factor,8.36e-06,4.5144e-06,2.51636e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp1,tied,factor,1.47e-05,7.938000000000001e-06,4.4247e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp10,tied,factor,7.32e-06,3.9528000000000005e-06,2.20332e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp11,tied,factor,2.98e-05,1.6092e-05,8.9698e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp12,tied,factor,0.000133,7.182000000000001e-05,0.00040033,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp13,tied,factor,0.00045,0.000243,0.0013544999999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp14,tied,factor,0.0001728,9.3312e-05,0.0005201279999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp15,tied,factor,7.44e-05,4.0176e-05,0.000223944,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp16,tied,factor,0.0005639999999999,0.0003045599999999,0.0016976399999996,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp17,tied,factor,0.000642,0.00034668,0.0019324199999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp18,tied,factor,9.86e-05,5.3244e-05,0.0002967859999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp19,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp2,tied,factor,1.55e-05,8.370000000000001e-06,4.6655e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp3,tied,factor,1.4499999999999998e-05,7.83e-06,4.364499999999999e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp4,tied,factor,1.31e-05,7.074e-06,3.9431e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp5,tied,factor,1.26e-05,6.804e-06,3.7926e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp6,tied,factor,1.19e-05,6.426e-06,3.5819e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp7,tied,factor,1.06e-05,5.724000000000001e-06,3.1906e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp8,tied,factor,9.5e-06,5.130000000000001e-06,2.8595e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech8_sp9,tied,factor,8.36e-06,4.5144e-06,2.51636e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp1,tied,factor,1.47e-05,7.938000000000001e-06,4.4247e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp10,tied,factor,7.32e-06,3.9528000000000005e-06,2.20332e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp11,tied,factor,2.98e-05,1.6092e-05,8.9698e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp12,tied,factor,0.000133,7.182000000000001e-05,0.00040033,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp13,tied,factor,0.00045,0.000243,0.0013544999999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp14,tied,factor,0.0001728,9.3312e-05,0.0005201279999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp15,tied,factor,7.44e-05,4.0176e-05,0.000223944,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp16,tied,factor,0.0005639999999999,0.0003045599999999,0.0016976399999996,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp17,tied,factor,0.000642,0.00034668,0.0019324199999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp18,tied,factor,9.86e-05,5.3244e-05,0.0002967859999999,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp19,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp2,tied,factor,1.55e-05,8.370000000000001e-06,4.6655e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp3,tied,factor,1.4499999999999998e-05,7.83e-06,4.364499999999999e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp4,tied,factor,1.31e-05,7.074e-06,3.9431e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp5,tied,factor,1.26e-05,6.804e-06,3.7926e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp6,tied,factor,1.19e-05,6.426e-06,3.5819e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp7,tied,factor,1.06e-05,5.724000000000001e-06,3.1906e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp8,tied,factor,9.5e-06,5.130000000000001e-06,2.8595e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech9_sp9,tied,factor,8.36e-06,4.5144e-06,2.51636e-05,pargp,1.0,0.0,1,,q_rech7_sp1
ss,log,factor,1.0,0.1,10.0,pargp,1.0,0.0,1,,
sy,none,factor,0.1,0.08,0.14,pargp,1.0,0.0,1,,
