parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,partied
q_cp6_2,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_20,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_21,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_22,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_23,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_24,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_25,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_26,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_27,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_28,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_29,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp6_3,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_30,tied,relative,-998.051,-1197.6612,-798.4408000000001,pargp,1.0,0.0,1,,qcp1_13
qcp6_31,tied,relative,-1379.63,-1655.556,-1103.7040000000002,pargp,1.0,0.0,1,,qcp1_13
qcp6_32,tied,relative,-92.712,-111.2544,-74.1696,pargp,1.0,0.0,1,,qcp1_13
q_cp6_4,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp6_5,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp6_6,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp6_7,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp6_8,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp6_9,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp7_1,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_10,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_11,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_12,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_13,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_14,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_15,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_16,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_17,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_18,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_19,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp7_2,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_20,tied,relative,-3235.32,-3882.384,-2588.2560000000003,pargp,1.0,0.0,1,,qcp1_13
qcp7_21,tied,relative,-2877.42,-3452.904,-2301.936,pargp,1.0,0.0,1,,qcp1_13
qcp7_22,tied,relative,-2387.94,-2865.528,-1910.352,pargp,1.0,0.0,1,,qcp1_13
qcp7_23,tied,relative,-2875.05,-3450.06,-2300.0400000000004,pargp,1.0,0.0,1,,qcp1_13
qcp7_24,tied,relative,-3552.61,-4263.132,-2842.088,pargp,1.0,0.0,1,,qcp1_13
qcp7_25,tied,relative,-3652.47,-4382.964,-2921.976,pargp,1.0,0.0,1,,qcp1_13
qcp7_26,tied,relative,-3625.86,-4351.032,-2900.688,pargp,1.0,0.0,1,,qcp1_13
qcp7_27,tied,relative,-2417.24,-2900.688,-1933.792,pargp,1.0,0.0,1,,qcp1_13
qcp7_28,tied,relative,-2820.11,-3384.132,-2256.088,pargp,1.0,0.0,1,,qcp1_13
qcp7_29,tied,relative,-2629.78,-3155.7360000000003,-2103.824,pargp,1.0,0.0,1,,qcp1_13
q_cp7_3,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp7_30,tied,relative,-3062.64,-3675.168,-2450.112,pargp,1.0,0.0,1,,qcp1_13
qcp7_31,tied,relative,-2807.28,-3368.7360000000003,-2245.824,pargp,1.0,0.0,1,,qcp1_13
qcp7_32,tied,relative,-2643.3,-3171.96,-2114.6400000000003,pargp,1.0,0.0,1,,qcp1_13
q_cp7_4,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp7_5,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp7_6,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp7_7,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp7_8,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp7_9,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_e_well,fixed,relative,-27.0,-27.0,-27.0,pargp,1.0,0.0,1,,
q_lti_in,none,factor,3.7750001,1.711,8.51,pargp,1.0,0.0,1,,
q_lti_out,none,factor,0.737,0.274,1.711,pargp,1.0,0.0,1,,
q_rech1_sp1,log,factor,0.0001026000027196,5.13000013598e-05,0.0002052000054392,pargp,1.0,0.0,1,,
q_rech1_sp10,tied,factor,3.13e-05,1.565e-05,6.26e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp11,tied,factor,0.000405,0.0002025,0.00081,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp12,tied,factor,0.0004707,0.00023535,0.0009414,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp13,tied,factor,9.45e-05,4.725e-05,0.000189,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp14,tied,factor,0.0001908,9.54e-05,0.0003816,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp15,tied,factor,0.0002376,0.0001188,0.0004752,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp16,tied,factor,0.0003357,0.00016785,0.0006714,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp17,tied,factor,0.0004553999999999,0.0002276999999999,0.0009107999999998,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp18,tied,factor,0.0001134,5.67e-05,0.0002268,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp19,tied,factor,4.36e-05,2.18e-05,8.72e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp2,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp20,tied,factor,2.47e-05,1.235e-05,4.94e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp21,tied,factor,1.95e-05,9.75e-06,3.9e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp22,tied,factor,0.0003852,0.0001926,0.0007704,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp23,tied,factor,0.0001395,6.975e-05,0.000279,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp24,tied,factor,4.18e-05,2.09e-05,8.36e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp25,tied,factor,2.57e-05,1.285e-05,5.14e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp26,tied,factor,2.68e-05,1.34e-05,5.36e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp27,tied,factor,2.19e-05,1.095e-05,4.38e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp28,tied,factor,1.55e-05,7.75e-06,3.1e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp29,tied,factor,1.02e-05,5.1e-06,2.04e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp3,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp30,tied,factor,7e-06,3.5e-06,1.4e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp31,tied,factor,6.26e-06,3.13e-06,1.252e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp32,tied,factor,5.79e-06,2.895e-06,1.158e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp4,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp5,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp6,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp7,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp8,tied,factor,3.4899999999999995e-05,1.7449999999999997e-05,6.979999999999999e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech1_sp9,tied,factor,3.09e-05,1.545e-05,6.18e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech2_sp1,log,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,
q_rech2_sp10,tied,factor,3.13e-05,1.565e-05,6.26e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp11,tied,factor,0.000405,0.0002025,0.00081,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp12,tied,factor,0.0004707,0.00023535,0.0009414,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp13,tied,factor,9.45e-05,4.725e-05,0.000189,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp14,tied,factor,0.0001908,9.54e-05,0.0003816,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp15,tied,factor,0.0002376,0.0001188,0.0004752,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp16,tied,factor,0.0003357,0.00016785,0.0006714,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp17,tied,factor,0.0004553999999999,0.0002276999999999,0.0009107999999998,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp18,tied,factor,0.0001134,5.67e-05,0.0002268,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp19,tied,factor,4.36e-05,2.18e-05,8.72e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp2,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp20,tied,factor,2.47e-05,1.235e-05,4.94e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp21,tied,factor,1.95e-05,9.75e-06,3.9e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp22,tied,factor,0.0003852,0.0001926,0.0007704,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp23,tied,factor,0.0001395,6.975e-05,0.000279,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp24,tied,factor,4.18e-05,2.09e-05,8.36e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp25,tied,factor,2.57e-05,1.285e-05,5.14e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp26,tied,factor,2.68e-05,1.34e-05,5.36e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp27,tied,factor,2.19e-05,1.095e-05,4.38e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp28,tied,factor,1.55e-05,7.75e-06,3.1e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp29,tied,factor,1.02e-05,5.1e-06,2.04e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp3,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp30,tied,factor,7e-06,3.5e-06,1.4e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp31,tied,factor,6.26e-06,3.13e-06,1.252e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp32,tied,factor,5.79e-06,2.895e-06,1.158e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp4,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp5,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp6,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp7,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp8,tied,factor,3.4899999999999995e-05,1.7449999999999997e-05,6.979999999999999e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech2_sp9,tied,factor,3.09e-05,1.545e-05,6.18e-05,pargp,1.0,0.0,1,,q_rech2_sp1
q_rech3_sp1,log,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,
q_rech3_sp10,tied,factor,3.13e-05,1.565e-05,6.26e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp11,tied,factor,0.000405,0.0002025,0.00081,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp12,tied,factor,0.0004707,0.00023535,0.0009414,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp13,tied,factor,9.45e-05,4.725e-05,0.000189,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp14,tied,factor,0.0001908,9.54e-05,0.0003816,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp15,tied,factor,0.0002376,0.0001188,0.0004752,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp16,tied,factor,0.0003357,0.00016785,0.0006714,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp17,tied,factor,0.0004553999999999,0.0002276999999999,0.0009107999999998,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp18,tied,factor,0.0001134,5.67e-05,0.0002268,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp19,tied,factor,4.36e-05,2.18e-05,8.72e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp2,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp20,tied,factor,2.47e-05,1.235e-05,4.94e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp21,tied,factor,1.95e-05,9.75e-06,3.9e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp22,tied,factor,0.0003852,0.0001926,0.0007704,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp23,tied,factor,0.0001395,6.975e-05,0.000279,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp24,tied,factor,4.18e-05,2.09e-05,8.36e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp25,tied,factor,2.57e-05,1.285e-05,5.14e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp26,tied,factor,2.68e-05,1.34e-05,5.36e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp27,tied,factor,2.19e-05,1.095e-05,4.38e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp28,tied,factor,1.55e-05,7.75e-06,3.1e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp29,tied,factor,1.02e-05,5.1e-06,2.04e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp3,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp30,tied,factor,7e-06,3.5e-06,1.4e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp31,tied,factor,6.26e-06,3.13e-06,1.252e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp32,tied,factor,5.79e-06,2.895e-06,1.158e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp4,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp5,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp6,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp7,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp8,tied,factor,3.4899999999999995e-05,1.7449999999999997e-05,6.979999999999999e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech3_sp9,tied,factor,3.09e-05,1.545e-05,6.18e-05,pargp,1.0,0.0,1,,q_rech3_sp1
q_rech4_sp1,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp10,tied,factor,3.13e-05,1.565e-05,6.26e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp11,tied,factor,0.000405,0.0002025,0.00081,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp12,tied,factor,0.0004707,0.00023535,0.0009414,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp13,tied,factor,9.45e-05,4.725e-05,0.000189,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp14,tied,factor,0.0001908,9.54e-05,0.0003816,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp15,tied,factor,0.0002376,0.0001188,0.0004752,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp16,tied,factor,0.0003357,0.00016785,0.0006714,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp17,tied,factor,0.0004553999999999,0.0002276999999999,0.0009107999999998,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp18,tied,factor,0.0001134,5.67e-05,0.0002268,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp19,tied,factor,4.36e-05,2.18e-05,8.72e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp2,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp20,tied,factor,2.47e-05,1.235e-05,4.94e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp21,tied,factor,1.95e-05,9.75e-06,3.9e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp22,tied,factor,0.0003852,0.0001926,0.0007704,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp23,tied,factor,0.0001395,6.975e-05,0.000279,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp24,tied,factor,4.18e-05,2.09e-05,8.36e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp25,tied,factor,2.57e-05,1.285e-05,5.14e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp26,tied,factor,2.68e-05,1.34e-05,5.36e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp27,tied,factor,2.19e-05,1.095e-05,4.38e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp28,tied,factor,1.55e-05,7.75e-06,3.1e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp29,tied,factor,1.02e-05,5.1e-06,2.04e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp3,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp30,tied,factor,7e-06,3.5e-06,1.4e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp31,tied,factor,6.26e-06,3.13e-06,1.252e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp32,tied,factor,5.79e-06,2.895e-06,1.158e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp4,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp5,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp6,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp7,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp8,tied,factor,3.4899999999999995e-05,1.7449999999999997e-05,6.979999999999999e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech4_sp9,tied,factor,3.09e-05,1.545e-05,6.18e-05,pargp,1.0,0.0,1,,q_rech1_sp1
q_rech5_sp1,fixed,factor,9.9999e-12,9.9999e-12,9.9999e-12,pargp,1.0,0.0,1,,
q_rech5_sp10,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp11,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp12,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp13,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp14,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp15,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp16,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp17,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp18,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp19,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp2,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp20,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp21,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp22,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp23,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp24,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp25,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp26,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp27,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp28,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp29,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp3,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp30,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp31,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp32,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp4,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp5,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp6,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp7,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp8,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech5_sp9,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
q_rech6_sp1,log,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,
q_rech6_sp10,tied,factor,1.74e-05,8.7e-06,3.48e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp11,tied,factor,0.000225,0.0001125,0.00045,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp12,tied,factor,0.0002615,0.00013075,0.000523,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp13,tied,factor,5.25e-05,2.625e-05,0.000105,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp14,tied,factor,0.000106,5.3e-05,0.000212,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp15,tied,factor,0.000132,6.6e-05,0.000264,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp16,tied,factor,0.0001865,9.325e-05,0.000373,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp17,tied,factor,0.0002529999999999,0.0001264999999999,0.0005059999999998,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp18,tied,factor,6.3e-05,3.15e-05,0.000126,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp19,tied,factor,2.42e-05,1.21e-05,4.84e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp2,tied,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp20,tied,factor,1.3699999999999998e-05,6.849999999999999e-06,2.7399999999999995e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp21,tied,factor,1.0800000000000002e-05,5.400000000000001e-06,2.1600000000000003e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp22,tied,factor,0.000214,0.000107,0.000428,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp23,tied,factor,7.75e-05,3.875e-05,0.000155,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp24,tied,factor,2.32e-05,1.16e-05,4.64e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp25,tied,factor,1.4300000000000002e-05,7.150000000000001e-06,2.8600000000000004e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp26,tied,factor,1.49e-05,7.45e-06,2.98e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp27,tied,factor,1.21e-05,6.05e-06,2.42e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp28,tied,factor,8.6e-06,4.3e-06,1.72e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp29,tied,factor,5.65e-06,2.825e-06,1.13e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp3,tied,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp30,tied,factor,3.89e-06,1.945e-06,7.78e-06,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp31,tied,factor,3.48e-06,1.74e-06,6.96e-06,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp32,tied,factor,3.22e-06,1.61e-06,6.44e-06,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp4,tied,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp5,tied,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp6,tied,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,q_rech6_sp1
