Name,X,Y,Target,Layer,Sublayer,row,column,GlobalNode,ActiveNode,Weight,Group,Layer2,Minimum,Maximum,Component,Type,Layer_Elevation,Time
MW-101,2274569.475712,10435901.019567,1563.090000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,5611.000000
MW-101,2274569.475712,10435901.019567,1370.530000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,5986.000000
MW-101,2274569.475712,10435901.019567,1404.510000,12,1,194,77,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6556.750000,6210.000000
MW-102,2276098.600037,10434632.795167,4190.890000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,3446.000000
MW-102,2276098.600037,10434632.795167,3851.090000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,3960.000000
MW-102,2276098.600037,10434632.795167,3596.240000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,4526.000000
MW-102,2276098.600037,10434632.795167,3086.530000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,4883.000000
MW-102,2276098.600037,10434632.795167,3426.330000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,5260.000000
MW-102,2276098.600037,10434632.795167,2792.040000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,5610.000000
MW-102,2276098.600037,10434632.795167,2344.630000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,6209.000000
MW-102,2276098.600037,10434632.795167,1953.860000,12,1,214,79,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6572.776500,6351.000000
MW-104,2277722.344848,10431873.339924,5.950000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,3447.000000
MW-104,2277722.344848,10431873.339924,4.810000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,3822.000000
